Fayol’s work helped to as the white-collar work The invention o Computation Technolo application on busines represent the main Industrial Revolution came new industries an the main product o became information an the economy (services the first time in history of GDP of several devel Robotics, Artificial and nanotechnology ar of the iceberg of what th 4 Industrial Revolut technologies are furthe The most likely scenario for work in 2050 presented in this report ma key points: 1.;N
Automation continues to advance in industry, in contrast to the regulations and laws on the subject, continuing projects of ins work in society.;N
 2.;N
Computerization will reduce the demand for low-skill and low-w period of unemployment, most people will train to new careers able to do so relying on the state to provide them a basic incom change to create new opportunities: some economies will redu avoiding unemployment of higher skilled people.;N
 3.;N
After a period of job insecurity and a series of disputes betwee of Employment workers and their employees, the new types of better regulated in order to provide minimum worker rights.;N
help workers in new NSEs to organize themselves in order to fi for better working conditions.;N
 4.;N
A transition to a personalized education process will be p technologies, which takes into account personal needs, interests 5.;N
This personalized education and the trend of jobs automation workload to the workers, giving them more free time to stud keeping them updated and involved in a lifelong learning.;N
 6.;N
Workers will receive knowledge-intensive training, allowing their types of jobs.;N
 7.;N
The collaboration and exchanges will increase, as well as the entrepreneurship in the global labor market.;N
 8.;N
The society will demand more transparency and participation in new technologies, although keeping the traditional struct Minorities will use these new technologies and mediums to stren for political empowerment.;N
 9.;N
The population will age and legislations will be amended s OVERVIEW bring some benefits for the society, as well as some new challenges.;N
The importance of this report relies in addressing these challenges as soon as possible in order to produce efficient results in our society.;N
We took some assumptions while performing our analysis until 2050.;N
The first one is that there will be no disruptive technological breakthrough.;N
The second one is that will be no large-scale war – although asymmetric conflicts will continue to exist.;N
Finally, the third one is that will be no global catastrophe.;N
Therefore, we pointed out the key themes that policy-makers, entrepreneurs and workers should discuss in the near future.;N
Although there is no right model to be followed, we believe that these actors should debate these topics: 1.;N
Robots and AI Regulation: should Robots and AI be limited or forbidden, highly taxed in order to support income transfer programs, or be left unregulated?;N
2.;N
Income transfer programs: should the government create income transfer programs?;N
If so, which model, Universal Basic Income, Universal Basic Assets or other?;N
3.;N
Non-Standard forms of egalitarian, participato society.;N
 PART 1: KEY TRENDS OF FUTURE WORK In this part, we analyze the key trends that drive t work.;N
 Increasing automation will impact your life PART 1: KEY TRENDS OF FUTURE WORK 2.;N
INCREASING AUTOMATION WILL IMPACT YOUR LIFE Since the last century, computers have been routinely performing physical activities in industries, performing better and being cheaper than humans.;N
With new technologies, machines are getting closer to being able to make judgments and decisionmaking.;N
Formerly, such capacities were impossible for something non-human [14].;N
Today only 5% of occupations are candidates for total automation, with total loss of human tasks [14].;N
Even so, almost all professions have partial automation potential.;N
The impact of automation on workers is predictable in the production of physical products, especially in the retail and retail market.;N
Collection and data processing are also fully automatable and as we see the latest assembly line operations and archivists suffer from the same problem.;N
Some key points have to be considered when talking about adopting automation [14]: · Technical feasibility: The technique may be in the prototype phase, making it impossible to use it extensively.;N
 popular acceptanc adoption becomes The effects of auto at the macro level in t the micro level they ca increasing unemploym region or monopoly companies with automa 2.1.;N
WILL WE NEED PO ADVANCED AI AND Artificial Intelligenc for 60 years now, and o remarkable progress ha area.;N
In 2011, Watson designed by IBM, w questionnaires the cha Brad Rutter and Ken first moment in which humans in this type of c AlphaGo, one of intelligence systems, game challenge with L best professional Go p [15].;N
 The technological is in process.;N
The c memory, bandwidth, s have been falling e KEY TR reading emails, cleaning or even driving cars for us.;N
However, this will also impact our privacy, security, and ethics.;N
Many uncontrolled consequences can arise if we are unable to identify the previously related threats [15].;N
Building machines that can learn on their own is a key to this revolution, along with new regulatory policies.;N
Historically, we have an automation problem: if, for any reason, no human could explain all the steps taken in completing a task, then no programmer could incorporate those rules into software.;N
Recent advances shows that this is not a great obstacle to be overcome anymore.;N
Machines can learn even when humans cannot teach them and can learn more efficiently, since they can generate new knowledge alone and faster than humans [16].;N
Technological advances have an impact on the way work is done.;N
Such a radical reform of labor will require new policies to protect the vulnerable unprepared for the new age.;N
The choices made now will be decisive in the direction to be followed.;N
Erroneous interventions undermine the economic prospects of millions of people around the world, leaving underdeveloped nations out of the race against the automation yet, g technology and kn human behavior i intelligence [17].;N
 What we have automation will cre areas such as AI entirely new job additional wealth an This discussion for underdevelope the margin of the focus of studies in characteristics suit such cases, interve is required to ensu prepared for the ne share the potentia broadly with societ as increased inves vocational training Regarding the years the concept grown, so the num sets affect the r training.;N
Therefore applications will re data.;N
The privacy is exploiting this dat PART 1: KEY TRENDS OF FUTURE WORK intelligent transportation and logistics, smart building, environmental monitoring, medical and health care, among others.;N
[19].;N
Predictions for the number of connected devices on the Internet of Things for the year 2020 vary considerably, from Gartner 26 billion (Gartner) to 30 billion (ABI Research), to 50 billion (Cisco) to 75 billion (Morgan Stanley) [18].;N
The impact of IoT on industrial automation and control is increasingly present in society.;N
The evolution of sensor technologies that define the Internet of Things will lead to lower cost automation systems and production maximization.;N
The benefits of IoT include low-cost, highperformance processors, robust low-cost sensors, analytical software, vision systems, cloud computing, and highly distributed system architectures [20].;N
Many companies are seeking key knowledge to be applied for competitive advantage through Big Data analysis.;N
Therefore, companies that possess the skills needed to analyze and generate business intelligence from several sources of data in real time will take the lead in the market.;N
This trend follows the flow of increasingly society, in the case o smart meters that mon patients, seniors or chil Other implication issues should be ta especially in home auto of sensor data as a espionage [21].;N
 Security issues a mainly IoT device vend to a situation where nu critical security vulnera Therefore, the securi location information i attacks [19].;N
th The 4 Industrial the global competitiven production to the co supplier company are model is named Industr on intelligent infrastruc mobility, the smart gr smart buildings.;N
All inc concept, in a collaborat The increase of au new technologies is t Industry 4.0.;N
Connect interaction, integrated KEY TR other hand, usually consists of readers and a large population of tags.;N
In addition, each tag has a small memory to store its unique ID and some other information, for example, product price, expiration date, personal information, and so on.;N
These labels may be managed through wireless network in real time, among other advantages over identification techniques such as magnetic stripe and bar code [23].;N
 3.;N
EMPLOYMENT WILL BE CONTINUOUSLY CHANGING th The world faces the 4 Industrial Revolution which has a widespread impact on society, affecting education, employment, and skills, requiring stronger partnerships between governments, educators, training providers, workers and employers [24].;N
The main drivers of this revolution are artificial intelligence, machine learning, nanotechnology, 3D printing, robotics, biotechnology, and genetics each interacting in multiple directions and intensifying each other.;N
While new technologies are expected to promote a better society and well-being they can also represent threats to jobs and shall be proactively observed and adapted by, societies, governments, corporations, and individuals [24].;N
 returning from reti the exit from th scenarios tend to workforce, with a promoted by part office enhanced augmented reality [ As expected, t reduce the countri global workforce anywhere in the gl trend but tends to a solution in a futur be widespread in t manual and repetit the creative econo require the adapt prepare the wor market necessity a creating a gap and unemployment [29] In conforma mentioned trends f how people claim change, creating organized indepen with the traditional regulation tends to rights, collective a increasingly redund PART 1: KEY TRENDS OF FUTURE WORK The job displacement theory states that automation will cause the extinction of certain careers but also the creation of new ones causing little to no harm to employment [34].;N
Even if this prediction seems more optimistic than the technological unemployment, it also has its dangers for society.;N
For the last two centuries, economists defended that the job displacement theory have been right but there is no economic law guaranteeing that most people automatically benefit from technological progress [35].;N
The occupations that are more likely to be computerized in the next decades are the ones with the lowest average median wages and the ones in which we are less likely to find people with a bachelor’s degree or better [36].;N
This trend should be a concern for society because the people that are more likely to lose their jobs are also the ones with least resources to change careers given that it requires enrolling in courses to acquire new creative and social skills [36].;N
Another trend that is likely to help to destroy some careers is the rise of the knowledge economy.;N
As the economy moves away from being dominated by the solutions that look to the work week [33].;N
 The end of caree bigger issue if consid philosophical perspec writes that “work keep evils: boredom, vice solutions outlined abo evil of need, what to d The end of careers humankind to look for the void left by the end a part of society) with gives meaning to life.;N
 3.2.;N
WILL THE GLOBAL OVERCOME LOCAL Globalization is phenomenon, but it wa increase of communica of electronic devices p on outsourcing are also capillarity, quality, and improve in the futu globalization created markets: the remote w needing to migration that is hired and displa country to another.;N
 KEY TR will engender the improvement of infrastructure on small cities, proving a fertile ground to a massive urban exodus.;N
 more environmenta to help people con life [51] [28].;N
 Local work will be refreshed to provide value on another sort of occupations, mainly motivated by the automation and its consequences, which will generate in the medium term the extinction of manual jobs, as well as the dangerous, dirty and risky jobs.;N
[26] [46].;N
Globalization will not overcome local work, but will promote modifications on how the work is done.;N
 3.3.;N
WILL I HAVE T LONG?;N
 Considering the flexibility of where the worker can be, as mentioned previously, centralized offices with hundreds of people that ignore the travel time of employees tends to change.;N
Distributed offices on multiple locations or even co-working spaces will promote a cost reduction to enterprises, becoming an alternative to central offices located on a fully commercial area [26].;N
Despite a global population of approximately six billion individuals, just the minority is considered part of the developed global workforce [47] [48].;N
It is estimated that 80 percent of the world’s population are at the bottom of the economic pyramid, and live predominantly In the past few increase in flexible models which fost part-time jobs and to the reformulatio the relationship b employer [25] [26].;N
 The trends increasing flexibilit possible to have a time jobs or casu regular traditional scenario, virtual rea reality (AR) will b immersion and collaboration, allow wherever is suitable The increase stimulate entrepre where automation and creativity will b [46] [52] [45].;N
Curr avoid high rates PART 1: KEY TRENDS OF FUTURE WORK experience but also as a financial contribution to their retirement plans and domestic economy [55] [28].;N
This trend shall promote a significant impact on society as organizations will be able to keep on being competitive by having access to a bigger pool of skilled professionals thus reducing the shortage of specialists and the impact on social security systems [55] [25].;N
Considering the advances on Healthcare automation, increase in the use of continuous-health tracking devices, reduction of healthcare costs and human mistakes being extinguished due to automation, life expectancy and the time that an individual will be able to work and have an active participation in society will increase [56] [45].;N
 3.4.;N
HOW ABOUT MY LABOR RIGHTS?;N
According to the International Labor Organization (ILO) [57], “Non-Standard forms of Employment have become a contemporary feature of labor markets around the world”.;N
In South America, 6 out of 10 young people who get a job today do so in the informal economy [51].;N
This trend is not exclusive to countries in development, Petrie [58] predicts that 40% of the US labor force will be self-employed 3.;N
Multi-party relationship: also kn ‘brokerage’ and ‘labo agency work, subcontra 4.;N
Disguised dependent self-emplo masking the identity o hiring the workers thro by engaging the w commercial or coopera of an employment cont time directing and mo activity in a way that the worker’s indepen workers are purposefu independent, self-emp though they are, in fa employment relationsh The problem with can be summarized by no more connection b and the employer th between a consumer an of soap or potato chi pose great risks to particularly when they [57].;N
Table 1 summar NSE.;N
 On-demand econo may represent an oppo KEY TR Table 1.;N
Summary of impacts of NSE, based on ILO Impact on Employment security Description The greater the incidence of temporary empl the greater the likelihood that workers will tr unemployment, with the possibility of transitio likely.;N
 Earnings Wages tend to be substantially lower for compared to those in standard employment.;N
 Working hours Working hours are more uncertain for work lower work-life balance.;N
 Occupational security and health Injury rates are higher among workers in NSE.;N
 Social security Social security coverage law sometimes exclu when they are covered, their employment result in worse benefits.;N
 Training Workers in NSE are less likely to receive on-the have negative repercussions on career deve young workers.;N
 Representation and other fundamental rights at work Workers in NSE may lack access to freedo collective bargaining rights either for legal reas more tenuous attachment to the workplace.;N
Th violations of their fundamental rights at work, i and forced labor.;N
 Firms Firms that rely heavily on NSE need to adapt strategies from training and development of identifying the sets of skills that the firm n market.;N
An over-reliance on NSE can lead to a specific skills in the organization, limiting its changing market demand.;N
 Labor markets and society Widespread use of NSE may reinforce labor leading to a greater volatility in employment economic stability.;N
 PART 1: KEY TRENDS OF FUTURE WORK harder for workers on the new NSE to organize and to form unions.;N
Crowdworkers, for instance, are facing a challenging goal due to their geographical distribution that makes it harder to create solidarity between the workers in this particular category [60].;N
On the other side, the very spread and growth of some companies in the gig economy could make it easier for worker’s organizations to aim at them ( i.e.;N
by increasing vertical integration in some traditionally highly fragmented sectors such as car-hailing services) [62].;N
The labor movement survived recent changes in economy in two ways, and maybe these practices can be used in the future.;N
The first one involves using the same technology that is partly responsible for the creation of some of the new NSE and for the intensification of globalization to help workers organize.;N
This is already being done as shown by the following examples.;N
1 App-Based Drivers Association (ABDA) is a group from Seattle (United States) that aims to give a voice to app-based (e.g.;N
Uber, Lyft) drivers.;N
This association allows new members to join it by filling an online form on their website.;N
This group had a major win in 2015 when a law was passed by the city of Seattle allowing the car-haling app drivers to form unions [60] [62].;N
 from traditional union actors.;N
Unions can see demand economy as a members [60].;N
One cas of traditional unions wi the FairCrowdWork W created by the IG metalworkers’ union i allows workers to rate their payment with oth advisory [62].;N
Another workers being suppo unions was the strike Huffington Post collabo was sold to AOL for ove its owner, Arianna Hu workers empty-handed supported by the New the National Writer traditional riters’ union fight to the court dem paid them US$ 105 mill The Crowdsourcin German association t crowds, companies, a example of a non-unio helping to improve wor group of new workers doing this by creating that aims to be a prosperous and fair c KEY TR similar challenges to those faced by workers in the past [64].;N
 replaced by MOOCs autodidact.;N
 4.;N
EDUCATION WILL NEED TO BE With these ma increasing freedo everything going ou the government, th for applying incen and also inspectin quality and fulfillme will then be key in k to date with the workers, keeping th education in close hire the workforce attunement in cr fulfilling them.;N
With a role in educat knowledge-based w possibility is to development of int genetics, viruses [65 UPDATED With the big changes coming to work, education will need to adapt using advancements in technology to achieve this change.;N
As work becomes more and more demanding of the skilled workforce with a deep knowledge of their skills, the education system will need to train new, more specialized workers, with some forms of work ceasing to exist and new jobs emerging [44].;N
Changes in education are usually reactive: there is a tendency to continue the process of training workers to (soon-to-be) old jobs in order to serve current job market, creating a gap for the new ones.;N
The world will need to adapt to a new way of teaching so that people’s competences are not outdated and lose job opportunities [44].;N
This is a major change in how we feel about work today, when an individual study during his youth and then chooses a career that tends to be kept the same during the life.;N
In the future, we will have to keep on learning throughout life to adapt to different jobs.;N
As it can be seen, the social 4.1.;N
DO WE NEED N The increasing transforming ind models, changing t need and reduci employees’ skill se people will have different skills to s PART 1: KEY TRENDS OF FUTURE WORK requires an investment in education of years.;N
The future worker will need a different set of skills when compared to the present ones: they need more cognitive skills, such as critical thinking and non-routine problem solving, interpersonal skills, such as presentation skills and conflict resolution, and intrapersonal skills, such as adaptability and self-development [70].;N
Jobs intensive in social and creative skills have a low risk of automation [67].;N
Thus, six important skills that students can develop are: collaboration, knowledge construction, skilled communication, self-regulation, realworld problem-solving, and use of information and communication technology for learning [71].;N
The rise in the demand of highly skilled workers tends to occur simultaneously to the rise in the demand of lower level jobs, especially in services – jobs requiring low or no skills are projected to grow [69].;N
Literacy and numeracy are fundamental skills [72], and team working and communication are important skills for most jobs [69].;N
 4.2.;N
HOW WILL KNOWLEDGE -INTENSIVE WORK CHANGE THE E DUCATION ?;N
 for achieving more dee by allowing the stude their time learning a s therefore, providing a b This better understandi into better competitive focused jobs.;N
 Another subject i advancements in education and mayb needed changes.;N
A n could be able to personalization of educ Open Online Courses (M and the digital school i the main providers of t New Information an Technologies might be in future education [77] One possible way problem of improving at the knowledge m educational organizatio may look like a short-t prove invaluable in t education of the future on knowledge to othe need to know we are effective way.;N
Studies management area can KEY TR Figure 1.;N
Self-employment rates by country in 2014 [ made, and then might be readier to change when needed.;N
 4.3.;N
WILL SELF-EMPLOYMENT SAVE THE WORLD ?;N
The labor market has a significant presence of self-employed workers – small traders, doctors, basic manufacturers, lawyers, freelance handymen, smallholder farmers.;N
Self-employment is not only a solution for individuals who have not found such as Airbnb.;N
We trends – i.e., the depends on the e scenario of econom unemployment, the complements the w However, in a sc economic or labo collaborative econo possible option for As an agent to PART 1: KEY TRENDS OF FUTURE WORK However, it does not reduce the importance of traditional self-employment governmental programs that provide business training, technical support, and financial assistance, giving to freelancer workers a better understanding of all aspects of starting and operating a new business [84].;N
This training is an effective program for assisting unemployed workers interested in self-employment to start their own business, remain self-employed, and avoid unemployment for long periods [84].;N
 4.4.;N
WILL EVERYONE RECEIVE ADVANCED EDUCATION AND TRAINING?;N
As a part of these new, big changes, workers in the future will shift from having generalist ability to having specialist ability [44], at the higher levels of knowledge or at lower ones.;N
As technology advances, educated workers tend to benefit more and those less educated tend to have their jobs automated first [70].;N
For instance, the manufacturing industry went from craftsmanship to the factory system, changing dynamically from mechanized powered systems to the present-day trend towards application of advanced manufacturing technology (computerized design, planning, and manufacturing tools such as CAD, CAM and MRP).;N
Parallel to highlight the massive o where it is possible to large number of w outside formal educat and short-term higher like associate’s degrees difference to traditiona in the proposal: a vo focused on a rapid in market [88].;N
 Despite all this education will not reac population in the near countries have enrolled the age cohort attend education during the many countries still e percentage – poorer n enroll fewer studen nations.;N
Additionally, ev has expanded, participa representative of the within most nations, education is still the segments of society [89 5.;N
WE ARE SLOWLY M WELFARE STATE The Welfare State organization that seek KEY TR Consumption and production information are being altered, automation and learning [91].;N
 of with This new service-based relationship creates a set of human, social, scientific and environmental complexities, including how people live, move, receive and deliver tasks and services on digital platforms.;N
Servitization, Informatization, Digitalization, and Creativization will be new digital services [92].;N
Public services that provide social welfare as services for digital cities will be based on jointly resource-conscious, facilitating innovation and creativity, functioning as a service economy [93].;N
In fact, this transition from traditional models to more transparent and agile models is a symptom that covers many areas from software development to service exchanges and micro-pay according to the time you spend running a given demand.;N
In addition, the idea of creative cities is also related to an agenda and progressive planning including aspects of sustainability and social inclusion [94].;N
New productive arrangements have been tested, mainly due to the relationship functioning of lar and showing a new where creativity, c and agility are fund In the other moving to become Such organizations cultivate and trans to modify people a on the motivation insights and brains engagement [95].;N
 Some developed co to hold debates o investment from European Union in perspective of soci go beyond simply strategies in relati and highlighting the education, driven policy-driven con investment paradig ideal institutional which generates current structures social investment state [96].;N
State resources in orde basic income prog PART 1: KEY TRENDS OF FUTURE WORK Figure 2.;N
Elderly population, as a percentage of total populati people's productive age will get larger, causing an increase in the economically active population.;N
Thus, longer lives imply changes in pension systems, as well as workers going beyond the normal retirement age for better pension.;N
The delayed retirement is a phenomenon in which elderly population keeps their labor force participation.;N
This is a recent phenomenon and is more noticeable in high-income workers and in less physically demanding occupations.;N
Workers whom delay the retirement also may delay claiming Social Security benefits [97].;N
In general, rules for eligibility to retire and claiming a pension benefit are complex and vary according to each government Bosworth et al.;N
[97] s force participation for m a slowly falling pat reversed In the 1990s, men have been delayin 5.2.;N
ARE WE ENTERING ERA ?;N
 A market econom property left to itself ha convergence (such as d of divergence.;N
The mai the inequality between capital and the rate o and output.;N
Projectio inequality tends to incr depicted in Figure 3.;N
Th negative consequen distribution as w KEY TR Figure 3.;N
After tax rate of return on capital vs growth rate at the world balance and to promote human capital investments thus increasing the rate of growth of income and output.;N
In summary, if the trend in increase of gender equality sustains itself over the next decades, a reduction in the rate of increase of economic inequality can be expected [100].;N
Gender equality itself has been improving over the last decades but there is still a lot to be done for women rights in several countries with some critical cases as some countries in North Africa and Middle East.;N
As shown by Figure 4, the gender gap has been slowly reducing with subindexes as health and education reaching values close to 1 (equality) but the economic and system is the m growing inequality.;N
as a catalyzer of the winners in our m others become in and receive fewer are those who accu assets, either nonh real estate and fin (e.g.;N
training, expe superstars among talents (or luck) (e.g singers and CEOs) [ inequality without inequality.;N
If we ta an example, Nat Americans have a PART 1: KEY TRENDS OF FUTURE WORK US$ 24,700, 2014 data shows that this gap has widened as the first group income went up to US$ 71,300 while the second raised to US$ 43,300 [104].;N
 sexual orientation is st several countries there about it making policymaking very hard about this subject show only ten countrie constitutional rights to 73 countries consider s illegal from which in punishable by death.;N
T there is still much to rights before we can ca Antidiscrimination laws tool in making people the LGBTI community Figure 5 shows [102].;N
 5.3.;N
IS UNIVERSAL BAS SOLUTION ?;N
 Figure 4: Global Gender Gap Index and subindexes [101].;N
 Universal Basic In defined as an income community to all its individual basis, with means or labor requi concept is also know Basic Income [106].;N
F social welfare states economic growth consequences arising benefits, demographic losses caused by info KEY TR outlet for this problem.;N
 6.;N
THE ECONOMY Faced with this scenario, McGahey suggests exists a path towards the introduction of a UBI as a floor to provide a basic level of subsistence as a complement to existing policies of the welfare state, or in some cases as a substitute for the welfare state [107].;N
 The economy influenced by dem are occurring ri population is curr people and, by 20 billion people dist continents [113].;N
world’s populatio challenge to socie millions of jobs w [113].;N
 Esping-Andersen advocates a classification into three categories of care states: Liberal, Conservative or Corporatist and Social Democrat [108].;N
Thinking of forms of regimes, implemented by nations, UBI would play out differently in each of these regimes, and in relation to the diverse set of existing policies in each [107].;N
In the other hand, the Institute for the 10 Future understands that Universal Basic Assets (UBA) is a fairer way of challenging inequality.;N
The UBA is a core set of resources that everyone should have, including housing, education, healthcare and financial security and has been proposed as a way to avoid economic disasters by properly assessing and distributing our resources to meet the needs of each person.;N
It can be seen as an evolution of the UBI concept, which gives each citizen a fixed amount of guaranteed Following the d a phenomenon call is predicted by so This phenomenon Gross Domestic developed countrie Today, we already activity shifting from means that dev increasing at a larg capital and people [ Countries like Indonesia and Me their GDP an ave percent per yea Indonesia are like larger in terms of PART 1: KEY TRENDS OF FUTURE WORK Figure 6.;N
Projected average real GDP growth 2016-2050, from The development of emerging markets will create many business opportunities.;N
These opportunities will arise as these countries progress into industries and engage the world with their growing population.;N
Even on 2050, the population from developing countries will be younger than the ones in developed countries [115].;N
 of the developing coun be urbanized.;N
This be negatives and positives may cause unplanned health hazards caused pollution and unemplo hand, urbanization can expenses on transpo create diversity [113].;N
 On developed countries, population ageing distribution is shifting towards older ages.;N
In these countries, birth control methods are helping to reduce the number By 2050, part of th automated to better market.;N
Tasks like trans KEY TR others are more likely to be seen on nondemocratic countries.;N
Income inequality is easy to perceive in the future of automation.;N
Fewer jobs, combined with the higher skill level required for the existing ones, reduce the space for the “average worker”.;N
Also, while some countries are rapidly growing, some of them are not growing at all, increasing the gap between developed and underdeveloped countries [116].;N
Inequality has significant implications on the macroeconomic stability on 2050 as it tends to concentrate the power in the hands of the few.;N
Inequality can lead to suboptimal use of human resources, cause investment reduction, and political and economic instability [116].;N
 6.1.;N
IS KNOWLEDG The economy intensive.;N
A high workers in Africa, are linked to the g export-oriented agriculture, clothing In the inform other Information Technologies are information and workers to be m them.;N
The intellect be less relevant in a innovative compa innovations from o has been based on [118].;N
 Table 2.;N
Jobs with higher probability to be automated, adapt Job Recreational Therapist Orthotists and prosthetists Athletic trainers Clergy Chemical engineers Civil engineers Lawyers PART 1: KEY TRENDS OF FUTURE WORK On the other hand, some authors consent that in the twenty-first century, emerging countries, especially Brazil, Russia, India and China (BRIC), strengthen their own national system of innovation creating new Intellectual Propriety (IP) for problems that current technology-exporting countries find so daunting [119] [120].;N
Developing countries can find an opportunity to lead the creation of new IPs while exploiting technologies and challenges that developed countries and avoiding to commit the same mistakes of the developed countries [119].;N
The growing number of IPs in the developing countries can cause some harm too.;N
The great number of new patents and IPs can cause a scenario of choking and blocking of the technology creation [119].;N
This phenomenon, caused by low standard IPs, can be avoided by the creation of new, and more rigid standards for registering a new patent, and causing an over-protection of the IPs a country currently holds [119].;N
 The work, in the changes from a high intensive work, which e knowledge-intensive intensive services start but now includes services, like finance, a medical services and These types of jobs opportunity for develo reap technological and technological learning, and higher incomes.;N
increasing share of works on different Networks.;N
 Knowledge-intensiv fewer jobs when comp of work.;N
They require advanced degrees, ma science and engineerin less-educated majority excluded from the employment opportuni KEY TR knowledge-intensive work [117].;N
 6.2.;N
WILL AUTOMATION DESTROY OR ENHANCE THE E CONOMY ?;N
Technology alone will not determine economic results in terms of growth, inequality, or employment.;N
All leading economies have had access to similar levels of technology, but have had very different outcomes throughout history because they have had different institutions and policies [121].;N
Although today less than 5% of the occupations can be fully automated [14], the increasing automation will affect almost all occupations, not only factory workers and employees, but also landscaping gardeners and dental laboratory technicians, stylists, insurance sales representatives and CEOs to a greater or lesser extent.;N
Technological progress is the main driver of per capita GDP growth, allowing output to rise faster than labor and capital.;N
Increases in labor productivity generally translate into increases in average wages, giving workers the opportunity to reduce working hours and offer more goods and services [121].;N
 to US$ 14.6 trill countries, the pote 56 percent, with on India, Japan and accounting for just and workers [14].;N
 The effects of by the economy.;N
N directly in areas suc AI, as well as indire of areas across th revenues lead to de The economy h be able to cope w although it depe changes occur and of losses on specific 6.3.;N
WILL THE ADV INCREASE INEQ Advances in t change the dynam Automation will i and that will aggra the other hand, the organize productio social, green and become more pop support these initi PART 1: KEY TRENDS OF FUTURE WORK to reduce inequality between companies and between people.;N
The Academy can invest in new ways of learning and the government may create regulation for the society and markets [99].;N
Basic income is a policy that may be created by a government in order to decrease inequality – minimum wage is a common example of this type of social policy.;N
This subject is much debated among specialists in the area and is also controversial.;N
In a very short and reduced explanation, some of them, more liberal, consider that basic income and minimum wages can cause a disequilibrium in the labor market [125].;N
One of the consequences is inflation.;N
In the other point of view, minimum wages and basic income are an important public policy to reduce wage inequality and to have more equality between people.;N
Some studies consider that basic income and minimum wages can accelerate the market through stimulated aggregate demand [126].;N
 PART 2: A VIEW OF FUTURE WORK IN 2 In this part, we develop three scenarios for the the optimistic, which considers the best outcome f the pessimist, which considers the worst, and the considers the trends we judged most probable.;N
 Optimistic Scenario PART 2: A VIEW OF FUTURE WORK IN 2050 7.;N
OPTIMISTIC SCENARIO In this scenario, we present an optimistic foresight in how working will be in the year of 2050.;N
Using the trending changes identified in the Key Trends of the Future, we present our view for the next years if the best of the changes come to be.;N
 7.1.;N
AUTOMATION In this scenario we will not reach the singularity – a point where AI triggers an intelligence explosion, but on the other hand, we will absorb a strong impact on the way of processing data and information more quickly influenced by quantum computation.;N
Artificial Intelligence will be controlled by global and democratic regulations among nations to prevent their undue use as the domination of humankind by machines.;N
Artificial Intelligence will provide a scenario in 2050 of profound changes in work, replacing humans with robots and software in various areas, especially in tasks that do not use critical thinking and the accumulation of knowledge acquired by human learning experiences.;N
In this way, humans will adapt to a new reality of man-machine synergy in the More jobs opportuniti increase, which induce and investment.;N
Finally induces the production more jobs, in a virtuous With companies b more money from th workers, they can theo benefits for those work lower the prices, thes more goods with the money.;N
